comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-1510,https://www.regulations.gov/comment/FSIS-2011-0012-1510,individual,Unknown,Requests that chickens be allowed to die quickly,"The commenter is concerned about the suffering of chickens during slaughter, particularly noting that the current inspection is extremely inadequate and that the proposed rule change would exacerbate their suffering in their final moments.","Inadequate inspection of chicken slaughter, Increased suffering of chickens due to rule changes",No,No,0
FSIS-2011-0012-1513,https://www.regulations.gov/comment/FSIS-2011-0012-1513,individual,Unknown,Requests rejection or delay of the proposed poultry slaughter inspection plan until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the potential increase in animal welfare issues due to increased line speeds, which could lead to more injuries like bruises and fractures, and birds dying in ways other than by prescribed methods of slaughter. Increased line speeds may also result in more birds being inadequately stunned, leading to birds entering the scalding-hot water of the defeathering tank alive, where they are burned before drowning. Fewer USDA inspectors monitoring carcasses could reduce the detection and proper handling of signs that birds have been inhumanely treated.","Animal welfare risks due to increased line speeds, Inadequate stunning of birds, Reduced monitoring by USDA inspectors",No,No,0
FSIS-2011-0012-1512,https://www.regulations.gov/comment/FSIS-2011-0012-1512,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds in poultry processing could lead to higher incidences of animal injuries such as bruises and fractures, and instances of birds dying in non-prescribed methods such as drowning in scalding tanks. Also worried that fewer USDA inspectors on site would reduce the detection and handling of inhumane treatment of birds.","Animal welfare in poultry processing, Insufficient USDA inspection and oversight, Potential increase in non-prescribed methods of bird deaths",No,No,0
FSIS-2011-0012-1514,https://www.regulations.gov/comment/FSIS-2011-0012-1514,anonymous,Unknown,Requests reconsideration or revision of the legislation,Believes the legislation is a regression in ensuring safe and humanely treated animals and poultry,"Animal welfare, Legislation effectiveness",No,No,0
FSIS-2011-0012-1515,https://www.regulations.gov/comment/FSIS-2011-0012-1515,individual,Unknown,Requests rejection of the rule change to increase line speed and lower the number of inspectors unless issues can be addressed properly,"Concerned for the welfare of animals, believes that increasing line speed and reducing the number of inspectors will compromise the safety and humane treatment of birds","Animal welfare concerns due to increased line speed, Reduced safety of birds, Inhumane treatment of animals due to fewer inspectors",No,No,0
FSIS-2011-0012-1517,https://www.regulations.gov/comment/FSIS-2011-0012-1517,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on the handling of live birds has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of live bird handling under new proposal, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1518,https://www.regulations.gov/comment/FSIS-2011-0012-1518,individual,Unknown,Expresses concern about the inhumane treatment of fowl in slaughterhouses,"The commenter is concerned about the extreme inhumane treatment of fowl in slaughterhouses, which is described as routine by a student nurse anesthetist. The commenter believes that the general public would be horrified by these practices, indicating a disconnect between consumer awareness and actual practices. Additionally, the commenter has personally chosen to abstain from eating fowl to avoid supporting what they perceive as a poorly regulated industry.","Inhumane treatment of fowl in slaughterhouses, Poor regulation of the poultry industry",No,No,0
FSIS-2011-0012-1516,https://www.regulations.gov/comment/FSIS-2011-0012-1516,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and management of inhumane treatment.","Animal welfare risks due to increased line speeds, Inadequate monitoring of animal handling by inspectors",No,No,0
FSIS-2011-0012-1519,https://www.regulations.gov/comment/FSIS-2011-0012-1519,individual,Unknown,Requests rejection of the rule change; Requests delay in the implementation of the Proposed Rule until the impact on the welfare of chickens and turkeys is addressed,"Concerned about the increased suffering of chickens and turkeys due to fewer inspectors and faster processing lines, which could lead to more inhumane treatment of animals being slaughtered","Animal welfare in poultry processing, Impact of reduced inspection on animal suffering, Processing speed and its effects on humane treatment",No,No,0
FSIS-2011-0012-1520,https://www.regulations.gov/comment/FSIS-2011-0012-1520,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been adequately studied; Increased line speeds may lead to more injuries and improper deaths of birds; Reduced number of USDA inspectors could decrease detection and handling of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speeds causing injuries, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1522,https://www.regulations.gov/comment/FSIS-2011-0012-1522,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the impact on animal welfare has not been adequately studied, particularly how increased line speeds may lead to more injuries and improper deaths of birds. Also concerned about the reduction in USDA inspectors, which could decrease the detection and management of inhumane treatment of birds.","Animal welfare in poultry slaughter, Increased line speed risks, Reduction of USDA inspectors' oversight",No,No,0
FSIS-2011-0012-1521,https://www.regulations.gov/comment/FSIS-2011-0012-1521,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1524,https://www.regulations.gov/comment/FSIS-2011-0012-1524,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that the increased line speed poses a risk to animal welfare by potentially increasing the incidence of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speed, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1523,https://www.regulations.gov/comment/FSIS-2011-0012-1523,anonymous,Unknown,Ensure the 'humane' slaughter of turkeys and chickens,"Concerned about the cruelty inflicted on turkeys and chickens, emphasizing that these animals are capable of feeling and loving, and do not deserve the cruelty imposed by humans","Animal cruelty in poultry slaughter, Ethical treatment of turkeys and chickens",No,No,0
FSIS-2011-0012-1525,https://www.regulations.gov/comment/FSIS-2011-0012-1525,individual,Unknown,Expresses agreement with United Poultry Concerns regarding concerns about proposed changes to the poultry inspection process,"Concerned that the changes would result in increased mishandling and inhumane treatment of chickens and turkeys, emphasizing the need for human advocacy due to the animals' inability to speak for themselves","Inhumane treatment of poultry, Proposed changes to poultry inspection process",No,No,0
FSIS-2011-0012-1526,https://www.regulations.gov/comment/FSIS-2011-0012-1526,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the proposal has not been studied for its impact on the handling of live birds, and that increased line speeds could worsen animal welfare by increasing injuries and improper deaths. Also concerned that fewer USDA inspectors could lead to decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Insufficient study on handling live birds, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1527,https://www.regulations.gov/comment/FSIS-2011-0012-1527,anonymous,Unknown,"Requests more regulations to ensure humane slaughter, more inspectors to reduce abuse, and slower line speeds to allow for more dignified treatment of chickens and turkeys","Concerned about the inhumane treatment and abuse of chickens and turkeys in slaughterhouses, emphasizing that these animals are sentient and should not be treated merely as objects. The chaotic pace of current line speeds forces workers to neglect the needs of the animals, leading to undignified deaths.","Inhumane treatment of chickens and turkeys, Abuse in slaughterhouses, High line speeds causing neglect",No,No,0
FSIS-2011-0012-1529,https://www.regulations.gov/comment/FSIS-2011-0012-1529,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the impact of the proposal on the handling of live birds has not been studied, which could lead to increased animal welfare issues such as injuries, improper deaths, and decreased detection of inhumane handling due to fewer USDA inspectors","Animal welfare risks due to increased line speed, Decreased detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1528,https://www.regulations.gov/comment/FSIS-2011-0012-1528,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speed poses a risk to animal welfare by potentially increasing the incidence of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speed, Inadequate monitoring of carcass handling by fewer USDA inspectors, Potential inhumane treatment of birds",No,No,0
FSIS-2011-0012-1531,https://www.regulations.gov/comment/FSIS-2011-0012-1531,anonymous,Unknown,Reject the rule change until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"The impact of the poultry slaughter inspection proposal on the handling of live birds has not been studied, which could lead to increased animal suffering. Increased line speed could result in more injuries to birds, such as bruises and fractures, and increase the likelihood of birds dying in non-prescribed methods, such as drowning in the scalding tank. Fewer USDA inspectors could lead to a decrease in the detection and proper handling of inhumane treatment signs.","Animal welfare in poultry slaughter, Increased line speed risks, Reduction in USDA inspector oversight",No,No,0
FSIS-2011-0012-1530,https://www.regulations.gov/comment/FSIS-2011-0012-1530,anonymous,Unknown,Reject the new rules until the specific impact on the well-being of chickens and turkeys can be evaluated,The commenter is concerned that the new rules might increase or perpetuate the suffering of chickens and turkeys. They emphasize that any modernization should prioritize the evaluation of its impact on animal welfare to ensure it does not contribute to their suffering.,"Animal welfare in agricultural policy, Potential increase in suffering of chickens and turkeys",No,No,0
FSIS-2011-0012-1533,https://www.regulations.gov/comment/FSIS-2011-0012-1533,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been adequately studied; Increased line speeds could lead to more injuries and improper deaths of birds; Reduced number of USDA inspectors could decrease the detection and management of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speeds and potential injuries, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1532,https://www.regulations.gov/comment/FSIS-2011-0012-1532,anonymous,Unknown,Requests more USDA inspectors; Requests all slaughter to be humane,"The comment implies a concern for ensuring adequate oversight and humane treatment in slaughter processes, though specific reasons are not detailed.","Need for more USDA inspectors, Humane slaughter practices",No,No,0
FSIS-2011-0012-1534,https://www.regulations.gov/comment/FSIS-2011-0012-1534,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on the handling of live birds has not been adequately studied, and increased line speeds could worsen animal welfare by increasing injuries and improper deaths. Additionally, fewer USDA inspectors could lead to decreased detection and handling of inhumane treatment.","Animal welfare concerns due to increased line speeds, Inadequate study of live bird handling under new proposal, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1536,https://www.regulations.gov/comment/FSIS-2011-0012-1536,anonymous,Unknown,Requests rejection or delay of the rule change increasing poultry slaughter line speed,"Concerned that increased line speed could lead to more injuries like bruises and fractures in birds, and increase instances of birds dying in ways not prescribed by slaughter methods, such as drowning in the scalding tank. Also concerned that fewer USDA inspectors would result in reduced detection and handling of inhumane treatment of birds.","Animal welfare concerns due to increased slaughter line speed, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1535,https://www.regulations.gov/comment/FSIS-2011-0012-1535,anonymous,Unknown,Opposes the proposal to increase the line speed for poultry processing,Believes that increasing line speeds compromises consumer safety and creates hazardous working conditions for industry workers. Expresses concern that the industry prioritizes profit over safety and that the use of chemicals as a safety measure is inadequate compared to preventing contamination like fecal material on products.,"Consumer safety risks, Unsafe working conditions in poultry processing, Inadequate safety measures in poultry processing, Profit prioritization over safety in the poultry industry",No,No,0
FSIS-2011-0012-1537,https://www.regulations.gov/comment/FSIS-2011-0012-1537,anonymous,Unknown,Requests the rejection or delay of the proposed rule change,"The commenter is concerned that reducing the number of inspectors and increasing the speed of slaughter lines will decrease animal welfare. Specifically, fewer inspectors could lead to a reduced chance of detecting and addressing inhumane handling of animals. Additionally, increasing the speed of slaughter lines may result in more frequent and severe injuries to birds due to inadequate time for proper shackling, and a higher likelihood of birds being inadequately stunned, which could lead to them being scalded and drowned alive in defeathering tanks.","Decrease in animal welfare due to fewer inspectors, Increased risk of injuries to birds from faster slaughter lines, Risk of birds being inadequately stunned and suffering in defeathering tanks",No,No,0
FSIS-2011-0012-1538,https://www.regulations.gov/comment/FSIS-2011-0012-1538,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds in poultry processing could lead to higher incidences of animal injuries such as bruises and fractures, and instances of birds dying in ways other than prescribed methods of slaughter, such as drowning in scalding tanks. Also worried that fewer USDA inspectors on site would reduce the detection and proper handling of inhumane treatment of birds.","Animal welfare in poultry processing, Increased line speed risks, Reduction of USDA inspectors' oversight",No,No,0
FSIS-2011-0012-1539,https://www.regulations.gov/comment/FSIS-2011-0012-1539,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Increased line speed risks, Insufficient USDA inspector presence",No,No,0
FSIS-2011-0012-1540,https://www.regulations.gov/comment/FSIS-2011-0012-1540,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been studied; Increased line speeds may lead to more injuries and inhumane deaths of birds; Fewer USDA inspectors could result in decreased detection and handling of inhumane treatment,"Animal welfare in poultry slaughter, Increased incidence of injuries in birds, Decreased USDA inspection and oversight",No,No,0
FSIS-2011-0012-1541,https://www.regulations.gov/comment/FSIS-2011-0012-1541,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on the handling of live birds has not been studied, and increased line speeds could worsen animal welfare by increasing injuries and improper deaths. Additionally, fewer USDA inspectors could lead to decreased detection and handling of inhumane treatment.","Animal welfare in poultry slaughter, Insufficient study on handling live birds, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1542,https://www.regulations.gov/comment/FSIS-2011-0012-1542,anonymous,Unknown,reject the rule change or delay its implementation until the impact on the chickens and turkeys being slaughtered can be addressed,Concerned about the potential negative impacts on the welfare of chickens and turkeys due to the proposed rule change,Impact on chickens and turkeys due to rule change,No,No,0
FSIS-2011-0012-1545,https://www.regulations.gov/comment/FSIS-2011-0012-1545,anonymous,Unknown,Requests to maintain or increase the number of federal inspectors on chicken and turkey slaughter lines,"The commenter is concerned that reducing the number of federal inspectors will lead to increased animal cruelty and compromised food safety standards. They highlight that the proposed reduction in oversight could exacerbate cruel handling practices of birds, as evidenced by past abuses documented by organizations like PETA. Additionally, the commenter points out that the lack of sufficient oversight has historically resulted in high rates of foodborne pathogens like salmonella and campylobacter in poultry products, posing significant public health risks.","Animal cruelty in poultry processing, Food safety and public health risks, Inadequate federal oversight in slaughterhouses",Yes,No,0
FSIS-2011-0012-1543,https://www.regulations.gov/comment/FSIS-2011-0012-1543,anonymous,Unknown,"Requests investigation into Controlled Atmosphere Killing for poultry, Requests maintenance of current standards and staffing levels at processing plants","Believes Controlled Atmosphere Killing is a more humane, efficient, and quality-preserving method of poultry slaughter; Concerned about the potential lowering of existing standards and reduction of staff, which could compromise the dignity and welfare of the animals","Humane methods of poultry slaughter, Maintenance of slaughter standards, Staffing levels at processing plants",No,No,0
FSIS-2011-0012-1544,https://www.regulations.gov/comment/FSIS-2011-0012-1544,anonymous,Unknown,Reject or at least delay the Modernization of Poultry Slaughter Inspection proposed rule,"The proposed rule increases the risk to the welfare of birds by potentially increasing the incidence of injuries and the likelihood of extremely painful deaths. Fewer USDA inspectors would result in less oversight, allowing more birds to be handled inhumanely.","Animal welfare concerns in poultry slaughter, Reduced oversight due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1546,https://www.regulations.gov/comment/FSIS-2011-0012-1546,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1547,https://www.regulations.gov/comment/FSIS-2011-0012-1547,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been studied; Increased line speeds may lead to more injuries and improper deaths of birds; Fewer USDA inspectors could result in decreased detection and handling of inhumane treatment,"Animal welfare in poultry slaughter, Increased line speeds causing injuries, Insufficient USDA inspector oversight",No,No,0
FSIS-2011-0012-1548,https://www.regulations.gov/comment/FSIS-2011-0012-1548,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and management of inhumane handling.","Animal welfare in poultry slaughter, Increased incidence of bird injuries, Inadequate USDA inspection",No,No,0
FSIS-2011-0012-1550,https://www.regulations.gov/comment/FSIS-2011-0012-1550,anonymous,Unknown,Reject the rule change or delay its implementation until the impact on the chickens and turkeys being slaughtered can be addressed,"The impact of the poultry slaughter inspection proposal on the handling of live birds has not been studied. Increased line speed poses a risk to animal welfare by potentially increasing the incidence of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speeds, Inadequate study of the impact on live bird handling, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1551,https://www.regulations.gov/comment/FSIS-2011-0012-1551,individual,Unknown,Opposes the proposed changes regarding the inspection changes in poultry slaughter houses,"Concerned about the inhumane treatment of birds due to decreased number of inspectors and industry self-regulation; birds are fragile and easily injured, which could be exacerbated by speeding up the lines, potentially resulting in birds being burned alive; believes that the USDA should regulate the industry to prevent inhumane treatment","Decrease in number of inspectors, Industry self-regulation, Exclusion of birds from the Humane Methods of Slaughter Act, Potential for birds being burned alive",No,No,0
FSIS-2011-0012-1549,https://www.regulations.gov/comment/FSIS-2011-0012-1549,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds could lead to more injuries like bruises and fractures among birds, and instances of birds dying in ways other than prescribed methods of slaughter, such as drowning in the scalding tank. Also worried that fewer USDA inspectors monitoring carcasses will reduce the detection and proper handling of signs that birds have been inhumanely treated.","Animal welfare risks due to increased line speeds, Reduced effectiveness of USDA inspections in detecting inhumane treatment",No,No,0
FSIS-2011-0012-1552,https://www.regulations.gov/comment/FSIS-2011-0012-1552,individual,Gina Lane,Requests setting higher welfare standards for all industries involved in the factory farming of fowl,"Expresses concern over the treatment of fowl as commodities rather than living beings capable of love and suffering, emphasizes societal demand for better treatment of animals used for food, and suggests that failure to improve animal welfare could lead to a decrease in meat consumption","Animal welfare in factory farming, Societal attitudes towards animal consumption, Treatment of fowl in the food industry",No,No,0
FSIS-2011-0012-1553,https://www.regulations.gov/comment/FSIS-2011-0012-1553,anonymous,Unknown,Requests not to allow the proposed changes to occur,"Concerned about the potential for increased cruelty in the slaughter industry, which reflects poorly on societal compassion and humanity. Believes that the US should set a standard for proper animal care, especially in contexts where animals are killed for human consumption.","Animal cruelty in the slaughter industry, Ethical standards for animal care",No,No,0
FSIS-2011-0012-1554,https://www.regulations.gov/comment/FSIS-2011-0012-1554,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,"Concerned that the proposal has not been adequately studied with respect to its impact on animal welfare, specifically citing risks such as increased injuries (bruises and fractures) and improper deaths (e.g., drowning in scalding tanks) due to increased line speeds. Also concerned about reduced detection and handling of inhumane treatment due to fewer USDA inspectors monitoring carcasses.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1555,https://www.regulations.gov/comment/FSIS-2011-0012-1555,individual,Unknown,Requests not to change inspection regulations; Requests not to allow the poultry industry to increase the speed of slaughtering,"Concerned about the potential decrease in the number of inspectors on the slaughter lines under new procedures, which could compromise the humane treatment of birds during slaughter; Believes that increasing the speed of slaughtering would be detrimental to the humane welfare of the birds","Humane treatment of poultry during slaughter, Regulation of slaughter line inspections, Slaughter line speed",No,No,0
FSIS-2011-0012-1556,https://www.regulations.gov/comment/FSIS-2011-0012-1556,individual,Lydia Garvey,"Make sure poultry are covered under the Humane Methods Slaughter Act, Reject rule change that ensures more suffering/injury","To stop needless and senseless cruelty to sentient beings, which is an urgent matter","Animal welfare in poultry slaughter, Potential increase in suffering due to rule changes",No,No,0
FSIS-2011-0012-1557,https://www.regulations.gov/comment/FSIS-2011-0012-1557,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1559,https://www.regulations.gov/comment/FSIS-2011-0012-1559,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal,Concerned that the impact on animal welfare has not been studied; Increased line speeds could lead to more injuries and improper deaths of birds; Fewer USDA inspectors could result in decreased detection and response to inhumane treatment,"Animal welfare in poultry slaughter, Increased line speeds causing injuries, Insufficient USDA inspector oversight",No,No,0
FSIS-2011-0012-1558,https://www.regulations.gov/comment/FSIS-2011-0012-1558,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The proposal has not been studied for its impact on the handling of live birds, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and handling of inhumane treatment.","Animal welfare risks due to increased line speeds, Inadequate study of the proposal's impact on live bird handling, Reduced effectiveness of USDA inspections in detecting inhumane treatment",No,No,0
FSIS-2011-0012-1560,https://www.regulations.gov/comment/FSIS-2011-0012-1560,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The proposal to decrease the number of inspectors will likely increase the speed of the slaughtering process, which has not been adequately studied for its impact on the handling of live birds. This increase in line speed could lead to a higher incidence of animal injuries such as bruises and fractures, and instances of birds dying in ways not prescribed by slaughter methods, such as drowning in scalding tanks. Additionally, fewer USDA inspectors would result in reduced detection and handling of inhumane treatment of birds.","Animal welfare risks due to increased line speed, Inadequate study of the impact on live bird handling, Reduced detection of inhumane treatment due to fewer inspectors",No,No,0
FSIS-2011-0012-1561,https://www.regulations.gov/comment/FSIS-2011-0012-1561,anonymous,Unknown,Requests rejection of the proposed rule change to decrease the number of inspectors on poultry slaughter lines,"Concerned that reducing the number of inspectors will increase public health risks from salmonella and e coli found in chicken, and believes the change is primarily for industry profit rather than public safety","Reduction of inspectors on poultry slaughter lines, Increased public health risks from salmonella and e coli, Industry prioritization of profit over public safety",No,No,0
FSIS-2011-0012-1563,https://www.regulations.gov/comment/FSIS-2011-0012-1563,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1562,https://www.regulations.gov/comment/FSIS-2011-0012-1562,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that the increased line speed poses a risk to animal welfare by potentially increasing the incidence of injuries like bruises and fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speed, Reduced effectiveness of USDA inspections in detecting inhumane treatment",No,No,0
FSIS-2011-0012-1564,https://www.regulations.gov/comment/FSIS-2011-0012-1564,anonymous,Unknown,Opposes the proposed changes in poultry slaughter methods; Requests more humane slaughter methods instead of streamlining for financial gain,"Concerned that the proposed changes will lead to less humane treatment of poultry in order to increase profits, rather than improving the conditions and methods of slaughter","Inhumane poultry slaughter methods, Financial motivations overriding animal welfare",No,No,0
FSIS-2011-0012-1566,https://www.regulations.gov/comment/FSIS-2011-0012-1566,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and the proposed increase in line speed could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling of birds.","Animal welfare risks due to increased line speed, Inadequate study of animal welfare impacts, Reduced effectiveness of USDA inspections",No,No,0
FSIS-2011-0012-1565,https://www.regulations.gov/comment/FSIS-2011-0012-1565,anonymous,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the potential increase in animal welfare issues, such as injuries (bruises and fractures) and improper deaths (e.g., drowning in scalding tanks), due to increased line speeds. Also worried about the reduction in USDA inspectors, which could lead to decreased detection and handling of inhumane treatment of birds.","Animal welfare at poultry slaughter, Increased line speed risks, Reduction in USDA inspector oversight",No,No,0
FSIS-2011-0012-1567,https://www.regulations.gov/comment/FSIS-2011-0012-1567,anonymous,Unknown,"Requests not to reduce the number of inspectors on the poultry slaughter inspection team, Requests an increase in the number of inspectors, Requests additional training for inspectors",Concerned about the inhumane practices that many birds suffer during the last moments of their life; Believes that maintaining or increasing the number of trained inspectors is essential to prevent such inhumane practices,"Inhumane practices in poultry slaughter, Inspection and regulation of poultry slaughter",No,No,0
FSIS-2011-0012-1568,https://www.regulations.gov/comment/FSIS-2011-0012-1568,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on the handling of live birds has not been adequately studied, and increased line speeds could worsen animal welfare by increasing injuries and improper deaths. Additionally, fewer USDA inspectors could lead to decreased detection and response to inhumane handling.","Animal welfare in poultry slaughter, Insufficient study on handling live birds, Reduced USDA inspection and its effects",No,No,0
FSIS-2011-0012-1570,https://www.regulations.gov/comment/FSIS-2011-0012-1570,individual,Unknown,Suggests USDA review the entire proposal in light of animal welfare and food safety,Concerned that the current industrial line speeds for poultry slaughter are inhumane and that USDA's recommendation for speedier line speeds would exacerbate this issue. Also implies that the proposal may prioritize industry interests over public and animal welfare.,"Inhumane poultry slaughter standards, USDA's alignment with industry interests, Potential compromise of food safety",No,No,0
FSIS-2011-0012-1569,https://www.regulations.gov/comment/FSIS-2011-0012-1569,anonymous,Unknown,Opposes the rule allowing increased speed of inspection lines and reduction to a single inspector,"Believes that these changes are not in the best interest of public health and safety, and criticizes the poultry industry for prioritizing profit over safety. Expresses concern that the Department of Agriculture should not support these practices as they are unethical and unsafe.","Increased speed of inspection lines, Reduction to a single inspector, Poultry industry safety practices, Ethical concerns in regulatory practices",No,No,0
FSIS-2011-0012-1571,https://www.regulations.gov/comment/FSIS-2011-0012-1571,anonymous,Unknown,Requests not to approve the Modernization of Poultry Slaughter Inspection; Requests an increase in the number of USDA agents to monitor the slaughter process,"Concerned that speeding up the kill process will lead to a more cruel death for poultry, not adhering to US guidelines; Believes that the modernization increases stress for workers, leading to potential abuse of animals; Aims to ensure a less cruel death for poultry, better employee conditions, and higher food quality for the public","Cruelty in poultry slaughter, Worker stress and potential for animal abuse, Food quality and safety",No,No,0
